date,prev_date,window,portfolio_value,realized_pnl_total,VaR_0.990_total,exception_total,realized_pnl_bonds,VaR_0.990_bonds,exception_bonds,realized_pnl_equities,VaR_0.990_equities,exception_equities,realized_pnl_fx,VaR_0.990_fx,exception_fx
2025-01-21,2025-01-20,500,244620741.74427757,-1139999.7668972728,5624795.748233124,False,-165388.18389000767,441529.24191292585,False,153684.75149825047,284803.9777881057,False,-1128296.3345055156,5718361.5327710295,False
2025-01-22,2025-01-21,500,244467399.66614038,-3723414.1828567428,5624911.032365199,False,-46258.99294791453,437710.52691096783,False,-10875.119419240315,284803.9777881057,False,-3666280.0704895877,5718361.5327710295,False
2025-01-23,2025-01-22,500,244453717.38503054,-1647889.230999425,5624952.083249931,False,-8145.985219018714,437714.90475513047,False,51550.59171984039,284803.9777881057,False,-1691293.8375002467,5718361.5327710295,False
2025-01-24,2025-01-23,500,244442762.84201065,1232889.4207281205,5624963.576617583,False,-40386.79275250615,436477.64151238825,False,35440.71056545811,284803.9777881057,False,1237835.5029151684,5718361.5327710295,False
2025-01-27,2025-01-24,500,244415184.61097023,-295367.2552115441,5624951.454543846,False,-52747.240397022775,435173.4225265454,False,-242620.0148145213,284803.9777881057,False,0.0,5718361.5327710295,False
2025-01-28,2025-01-27,500,244382777.02692467,-2669079.2972101206,5624716.450136262,False,9718.42919022379,428986.0610230242,False,187775.32595976169,284803.9777881057,False,-2866573.0523601063,5718361.5327710295,False
2025-01-29,2025-01-28,500,244374069.2031983,-236954.0494810654,5624701.488817478,False,-32044.70096838748,427240.4647875331,False,56228.146797252506,284803.9777881057,False,-261137.4953099304,5718361.5327710295,False
2025-01-30,2025-01-29,500,244392833.65908784,911113.6121381687,5624795.514866086,False,-59549.84697785676,428898.08097362705,False,127188.71795747372,284803.9777881057,False,843474.7411585517,5718361.5327710295,False
2025-01-31,2025-01-30,500,244341386.89315557,230897.4553001986,5624840.4553545965,False,-59459.597412291034,426123.0642423479,False,-68430.57886851011,284803.9777881057,False,358787.63158099976,5718361.5327710295,False
2025-02-03,2025-01-31,500,244290928.81678337,-266456.1226250398,5148184.26389236,False,-201180.78705769565,424334.1016319709,False,-65275.33556734414,284803.9777881057,False,0.0,5073953.47580162,False
2025-02-04,2025-02-03,500,244125944.72886765,1536428.0306444466,5148655.751016058,False,-102649.70480156876,421003.849551768,False,-57993.183374538545,284803.9777881057,False,1697070.918820554,5073953.47580162,False
2025-02-05,2025-02-04,500,244048990.0898806,-956303.3790446859,5148687.881622431,False,78847.2340673195,420141.77781414386,False,185869.08834113745,284803.9777881057,False,-1221019.7014531428,5073953.47580162,False
2025-02-06,2025-02-05,500,244127475.20237124,-85860.0962846395,5148778.619179061,False,115905.56905558798,420515.6679983381,False,53227.24568946093,284803.9777881057,False,-254992.9110296884,5073953.47580162,False
2025-02-07,2025-02-06,500,244296949.79129687,-3272470.9301803685,5147179.436297373,False,83910.54780004537,426524.61660399055,False,-5838.321081647065,284803.9777881057,False,-3350543.1568987668,5073953.47580162,False
2025-02-10,2025-02-07,500,244394600.75731438,64224.60060184312,5146464.414254057,False,-17012.22654712126,428893.2977089507,False,81236.82714896438,284803.9777881057,False,0.0,5073953.47580162,False
2025-02-11,2025-02-10,500,244411985.96919218,-236937.54242916158,5146588.801216757,False,-108963.69155989646,428068.5914463243,False,179236.2724054427,284803.9777881057,False,-307210.1232747078,5073953.47580162,False
2025-02-12,2025-02-11,500,244316323.28359857,-1640051.3598209382,5146994.707014847,False,68250.0550593386,425818.7096856499,False,601297.5996756791,284803.9777881057,False,-2309599.014555956,5073953.47580162,False
2025-02-13,2025-02-12,500,244398338.91908458,-1747768.1735602631,5146732.962088739,False,1229808.2685166406,427106.4017173688,False,46171.08467765713,284803.9777881057,False,-3023747.526754561,5073953.47580162,False
2025-02-14,2025-02-13,500,245665109.41445088,-7145336.960455113,5139536.929615264,True,-729960.497069461,453853.0859353728,True,-54770.146524417294,284803.9777881057,False,-6360606.316861235,5073953.47580162,True
2025-02-17,2025-02-14,500,244949358.46994942,438294.9054606516,5624657.2391747525,False,57741.50403187264,439780.60601540905,False,380553.401428779,284803.9777881057,False,0.0,5718361.5327710295,False
2025-02-18,2025-02-17,500,245073726.17373914,1230892.2302106111,5624613.44887035,False,87052.91645165403,442529.0584492682,False,-229225.39687293165,284803.9777881057,False,1373064.7106318888,5718361.5327710295,False
2025-02-19,2025-02-18,500,245176529.1167137,-99509.89970979642,5624486.0092139905,False,-24822.33684836274,443335.32933983,False,170535.7695804316,284803.9777881058,False,-245223.3324418653,5718361.5327710295,False
2025-02-20,2025-02-19,500,245163249.43902236,-2487113.9551954605,5624538.0762906745,False,140727.7235664276,443084.4190251196,False,29412.147521321745,284803.9777881057,False,-2657253.82628321,5718361.5327710295,False
2025-02-21,2025-02-20,500,245319836.62432757,-3869209.2804453894,5624408.987790123,False,-41749.999852165725,446574.324692669,False,-7127.793865045709,284803.9777881057,False,-3820331.486728178,5718361.5327710295,False
2025-02-24,2025-02-21,500,245304360.86099923,119018.92285763577,5624472.448438345,False,-2793.062473541566,446573.2940817537,False,121811.98533117733,284803.9777881057,False,0.0,5718361.5327710295,False
2025-02-25,2025-02-24,500,245339011.4395101,-258062.64331920186,5624536.093050586,False,41898.74630181521,447148.47490682994,False,7485.176420593998,284803.9777881057,False,-307446.5660416111,5718361.5327710295,False
2025-02-26,2025-02-25,500,245395271.74571076,-3600271.188260479,5624475.841244925,False,164546.14087683466,447608.8859985909,False,-276197.39052154165,284803.9777881057,False,-3488619.938615772,5718361.53277103,False
2025-02-27,2025-02-26,500,245579734.56205034,-1841979.852681508,5624306.385360947,False,-2906.5970438296063,451614.5196021289,False,-193370.0972811511,284803.9777881057,False,-1645703.1583565273,5718361.5327710295,False
2025-02-28,2025-02-27,500,245585978.9859036,4194188.3818163327,5624317.796358934,False,-72940.30935226714,451154.8701212651,False,153273.3344207989,284803.9777881057,False,4113855.356747801,5718361.5327710295,False
2025-03-03,2025-02-28,500,245531784.924688,-103678.10745910704,5624419.664355186,False,104085.31047093219,450407.3196064183,False,-207763.41793003923,284803.9777881057,False,0.0,5718361.5327710295,False
2025-03-04,2025-03-03,500,245657633.61163592,3183594.011563266,5624272.689816483,False,216776.68489880036,450045.190117162,False,308464.2294389491,284803.9777881057,False,2658353.0972255166,5718361.5327710295,False
2025-03-05,2025-03-04,500,245888815.08647242,1562270.6951001575,5624015.498255178,False,598592.7983921453,453818.8127809291,False,-162082.35993395495,284803.9777881057,False,1125760.2566419672,5718361.5327710295,False
